uid	en	zh	status	model	flags
u03886	Baneling Death Mecha	爆虫死亡机甲	ok	deepseek-flash	
u03887	Baneling Mecha	爆虫机甲	ok	deepseek-flash	
u03888	Baneling_Barrage_Activate	爆虫_弹幕_激活	ok	deepseek-flash	
u03889	Baneling_Barrage_Cast	爆虫_弹幕_施放	ok	deepseek-flash	
u03890	Barracks	兵营	ok	deepseek-flash	
u03891	"Barrier that lasts <d ref=""Behavior,ForceFieldFate,Duration""/> seconds and impedes movement of ground units. Massive units will shatter Force Fields on contact."	"一道持续 <d ref=""Behavior,ForceFieldFate,Duration""/> 秒的屏障，会阻碍地面单位的移动。巨型单位接触时会击碎力场。"	ok	deepseek-flash	
u03892	Battery	电池	ok	deepseek-flash	
u03893	Bayonette	刺刀	ok	deepseek-flash	
u03894	Bayonette (Damage)	刺刀（伤害）	ok	deepseek-flash	
u03895	Bayonette (Modify Unit)	刺刀（修改单位）	ok	deepseek-flash	
u04092	Christmas Hat Equipped	圣诞帽已装备	ok	deepseek-flash	
u04093	Christmas Skins	圣诞皮肤	ok	deepseek-flash	
u04094	Christmas hat	圣诞帽	ok	deepseek-flash	
u04095	Civilian Death Copy	平民死亡复制	ok	deepseek-flash	
u04096	Class Four Infestation	4 级感染	ok	deepseek-flash	
u04097	Class ONE infestation	1 级感染	ok	deepseek-flash	
u04098	Claws (Frenzied Zombie)	利爪（狂暴僵尸）	ok	deepseek-flash	
u04099	"Click ""Run Tutorial"" if it's your first time."	如果你是第一次玩，点击“运行教程”。	ok	deepseek-flash	
u04100	Cliff Jumper Copy	跳崖者复制	ok	deepseek-flash	
u04101	Cliff Jumper Copy 2	跳崖者复制 2	ok	deepseek-flash	
u04102	Cloak	隐形	ok	deepseek-flash	
u04103	Cloak Disabled	隐形已禁用	ok	deepseek-flash	
u04104	Cloaked Gun	隐形枪	ok	deepseek-flash	
u04105	Cloaking Device Unlocked	隐形装置已解锁	ok	deepseek-flash	
u04106	Closes the nearest target gate for a short time.	短时间内关闭最近的目标闸门。	ok	deepseek-flash	
u04107	Cocoon has Aberration	茧内有畸变体	ok	deepseek-flash	
u04108	Cocoon has Abomination	茧内有憎恶	ok	deepseek-flash	
u04109	Cocoon has Anubalight	茧内有阿努巴莱特	ok	deepseek-flash	
u04110	Cocoon has Anubalisk	茧内有阿努巴利斯克	ok	deepseek-flash	
u04111	Cocoon has Blightbringer	茧内有枯萎使者	ok	deepseek-flash	
u04112	Cocoon has Genesplicer	茧内有基因剪接者	ok	deepseek-flash	
u04113	Cocoon has Geneweaver	茧内有织基因者	ok	deepseek-flash	
u04114	Cocoon has Hunter	茧内有猎手	ok	deepseek-flash	
u04115	Cocoon has Legion Zombie	茧内有军团僵尸	ok	deepseek-flash	
u04116	Cocoon has Legionaire Zombie	茧内有军团士兵僵尸	ok	deepseek-flash	
u04117	Cocoon has Oculus	茧内有眼魔	ok	deepseek-flash	
u04118	Cocoon has Overseer	茧内有督军	ok	deepseek-flash	
u04119	Cocoon has Parasitic Host	茧内有寄生宿主	ok	deepseek-flash	
u04120	Cocoon has Predator	茧内有掠食者	ok	deepseek-flash	
u04121	Coin Blaster Unlocked	金币爆破枪已解锁	ok	deepseek-flash	
u04122	Collision Test	碰撞测试	ok	deepseek-flash	
u04123	Colonist Male Sitting	男性殖民者坐姿	ok	deepseek-flash	
u04124	Colossus	巨像	ok	deepseek-flash	
u04125	Combat Accelerant Drone	战斗加速无人机	ok	deepseek-flash	
u04126	Combat Acceleration Drone	战斗加速无人机	ok	deepseek-flash	
u04127	Combat Acceleration Drone - Accelerant	战斗加速无人机 - 加速剂	ok	deepseek-flash	
u04128	Combat Acceleration Drone Unlocked	战斗加速无人机已解锁	ok	deepseek-flash	
u04129	Combat Shield	战斗护盾	ok	deepseek-flash	
u04130	Combat Shield Copy	战斗护盾副本	ok	deepseek-flash	
u04131	Combat Shield Not Equipped	战斗护盾未装备	ok	deepseek-flash	
u04132	Combat Shield Not Researched	战斗护盾未研究	ok	deepseek-flash	
u04133	Combat Shield Not Unlocked	战斗护盾未解锁	ok	deepseek-flash	
u04134	Combat Shield Spec Ops Skin	战斗护盾特种作战皮肤	ok	deepseek-flash	
u04135	Combat Shield Spec Ops Skin Equipped	战斗护盾特种作战皮肤已装备	ok	deepseek-flash	
u04136	Combat Shield Unlocked	战斗护盾已解锁	ok	deepseek-flash	
u04137	Combat Snowflake	战斗雪花	ok	deepseek-flash	
u04138	Combat Suit	战斗装甲	ok	deepseek-flash	
u04139	Combat Suit Unlocked	战斗装甲已解锁	ok	deepseek-flash	
u04140	Combat shield	战斗护盾	ok	deepseek-flash	
u04141	Command Center	指挥中心	ok	deepseek-flash	
u04142	Commando	突击队	ok	deepseek-flash	
u04143	Commando Medic Death	突击队医疗兵死亡	ok	deepseek-flash	
u04144	CommandoMedic_Death	突击队医疗兵_死亡	ok	deepseek-flash	
u04145	Communcation Network infested. Hive Mind can now track players, and has access to player communications.	通讯网络已被感染。虫巢意志现在可以追踪玩家，并能访问玩家的通讯。	ok	deepseek-flash	
u04146	Concussive Beams (Set)	震荡光束（设置）	ok	deepseek-flash	
u04147	Concussive Beams (Switch)	震荡光束（切换）	ok	deepseek-flash	
u04148	Concussive Beams Massive (Apply Behavior)	震荡光束 大型（施加行为）	ok	deepseek-flash	
u04149	Concussive Beams Unlocked	震荡光束已解锁	ok	deepseek-flash	
u04150	Concussive Blast (Apply Force)	震荡冲击（施加力）	ok	deepseek-flash	
u04151	Concussive Blast (Damage)	震荡冲击（伤害）	ok	deepseek-flash	
u04152	Concussive Blast (Search Area)	震荡冲击（搜索区域）	ok	deepseek-flash	
u04153	Concussive Blast (Set)	震荡冲击（设置）	ok	deepseek-flash	
u04154	Concussive Blast (Set) 2	震荡冲击（设置）2	ok	deepseek-flash	
u04155	Concussive Blast (Switch)	震荡冲击（切换）	ok	deepseek-flash	
u04156	Concussive Blast Damage	震荡冲击伤害	ok	deepseek-flash	
u04157	Concussive Blast Down (Apply Behavior)	震荡冲击下击（施加行为）	ok	deepseek-flash	
u04158	Concussive Blast Guide	震荡冲击引导	ok	deepseek-flash	
u04159	Concussive Blast Knockback	震荡冲击击退	ok	deepseek-flash	
u04160	Concussive Blast Knockback Down	震荡冲击下击击退	ok	deepseek-flash	
u04161	Concussive Blast Knockback Large	震荡冲击大型击退	ok	deepseek-flash	
u04295	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(MedicShieldEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(MedicShieldEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04296	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(MedkitEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(MedkitEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04297	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(OpticalVisorEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(OpticalVisorEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04298	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(OverloadWeaponEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(OverloadWeaponEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04299	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(PhasesaberEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(PhasesaberEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04300	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04301	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(ShotgunEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(ShotgunEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04302	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(Shotgunequipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(Shotgunequipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04303	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(SpiderMineEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(SpiderMineEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04304	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(StimpackEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(StimpackEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04305	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(UnknownUpgrade2,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(UnknownUpgrade2,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04306	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already equipped}CountUpgrade(AdvancedRocketThrustersEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(AdvancedRocketThrustersEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04261	CountBehavior(EmergencyCloak,CompleteOnlyAtUnit)	CountBehavior(EmergencyCloak,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04262	CountBehavior(EvolveMonstrocityDisable,CompleteOnlyAtUnit){Limit of 1}	CountBehavior(EvolveMonstrocityDisable,CompleteOnlyAtUnit){上限为 1}	ok	deepseek-flash	
u04263	CountBehavior(EvolveMonstrocityDisable,CompleteOnlyAtUnit){Limit of 1} < {Limit of 1}1	CountBehavior(EvolveMonstrocityDisable,CompleteOnlyAtUnit){上限为 1} < {上限为 1}1	ok	deepseek-flash	
u04264	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit)	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04265	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit) > 0	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit) > 0	warn	deepseek-flash	untranslated
u04266	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){Limit of 1}	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){上限为 1}	ok	deepseek-flash	
u04267	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){Limit of 1} < {Limit of 1}1	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){上限为 1} < {上限为 1}1	ok	deepseek-flash	
u04268	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){Limit of 1} < {Limit of 8}1	CountBehavior(EvolveMonstrosityDisable,CompleteOnlyAtUnit){上限为 1} < {上限为 8}1	ok	deepseek-flash	
u04269	CountBehavior(EvolveMonstrosityStun,CompleteOnlyAtUnit)	CountBehavior(EvolveMonstrosityStun,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04270	CountBehavior(FlyingQueen,CompleteOnlyAtUnit)	CountBehavior(FlyingQueen,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated,glossary?Queen
u04271	CountBehavior(Frostbite,CompleteOnlyAtUnit)	CountBehavior(Frostbite,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04272	CountBehavior(HiveMindControl,QueuedOrBetterAtUnit)	CountBehavior(HiveMindControl,QueuedOrBetterAtUnit)	warn	deepseek-flash	untranslated
u04273	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit)	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04274	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit) && !CountUpgrade(AdvancedHazmatSuit,CompleteOnly)	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit) && !CountUpgrade(AdvancedHazmatSuit,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Upgrade
u04275	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit) && CountUpgrade(AdvancedHazmatSuit,CompleteOnly)	CountBehavior(HostileEnvironmentSuit,CompleteOnlyAtUnit) && CountUpgrade(AdvancedHazmatSuit,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Upgrade
u04276	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit)	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated,glossary?Infestation
u04277	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {Must be 0 infestation preventing security units}2	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {必须为 0 个防止感染的安保单位}2	ok	deepseek-flash	
u04278	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {Must be 10 or less infestation preventing security units}12	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {必须为 10 个或更少的防止感染安保单位}12	ok	deepseek-flash	
u04279	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {Must be 20 or less infestation preventing security units}22	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {必须为 20 个或更少的防止感染安保单位}22	ok	deepseek-flash	
u04280	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {Must be 7 or less infestation preventing security units}9	CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {必须为 7 个或更少的防止感染安保单位}9	ok	deepseek-flash	
u04281	CountBehavior(LurkerHoldFire,CompleteOnlyAtUnit)	CountBehavior(LurkerHoldFire,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated
u04282	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit)	warn	deepseek-flash	untranslated,glossary?Locker
u04283	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit) || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit) || {必须靠近武器柜}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04284	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker}	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜}	warn	deepseek-flash	glossary?Locker
u04285	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !CountBehavior(DisabledMech,CompleteOnlyAtUnit)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !CountBehavior(DisabledMech,CompleteOnlyAtUnit)	warn	deepseek-flash	glossary?Locker
u04286	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(AIAssistantEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(AIAssistantEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04287	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(ArcWelderEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(ArcWelderEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04288	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(AssaultRifleEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(AssaultRifleEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04289	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(BeamRifleEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(BeamRifleEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04290	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(CombatShieldEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(CombatShieldEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04291	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(DefensiveMatrixEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(DefensiveMatrixEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04292	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(EnergyPackEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(EnergyPackEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04293	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(FlamethrowerEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(FlamethrowerEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04294	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already Equipped}CountUpgrade(HellfireRocketLauncherEquipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须靠近武器柜} && !{已装备}CountUpgrade(HellfireRocketLauncherEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u04307	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} && !{Already equipped}CountUpgrade(ArcWelderMod1Equipped,CompleteOnly)	CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} && !{已装备}CountUpgrade(ArcWelderMod1Equipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
